 id, image,item_index,name, role,ghost, movie, title_id, description,item1,link1,item2,link2,item3,link3
https://www.imdb.com/name/nm1416900,"https://m.media-amazon.com/images/M/MV5BMzk4NjFhYWItODg5OC00MmM1LTljMzItNDBjOWYzMTdiNjVjXkEyXkFqcGdeQXVyMTQxMTcxNzc@._V1_UX140_CR0,0,140,209_AL_.jpg",61,Shantel VanSanten,Actress,|,Shooter,https://www.imdb.com/title/tt4181172/,"Shantel Yvonne VanSanten is an American model and actress, born July 25, 1985. As a model, she has been featured in the magazines Teen Vogue and Seventeen. VanSanten was born in Luverne, Minnesota. She is of Dutch and one quarter Norwegian descent. VanSanten was raised in Spring, Texas where she ...",,,,,,
https://www.imdb.com/name/nm1745736,"https://m.media-amazon.com/images/M/MV5BMTQzNTY2MzczMl5BMl5BanBnXkFtZTcwNjEzNTUxOQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",62,Paula Patton,Actress,|,Precious,https://www.imdb.com/title/tt0929632/,"Paula Patton was born in Los Angeles, California, to Joyce (Vanraden) and Charles Patton. Her father is African-American and her mother, who is caucasian, has German, English, and Dutch ancestry. Her family lived across the street from the 20th Century Fox lot when she was growing up and she was a ...",,,,,,
https://www.imdb.com/name/nm0000138,"https://m.media-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_UY209_CR7,0,140,209_AL_.jpg",63,Leonardo DiCaprio,Actor,|,Inception,https://www.imdb.com/title/tt1375666/,"Few actors in the world have had a career quite as diverse as Leonardo DiCaprio's. DiCaprio has gone from relatively humble beginnings, as a supporting cast member of the sitcom  (1985) and low budget horror movies, such as  (1991), to a major teenage heartthrob in the 1990s,...",Growing Pains,https://www.imdb.com/title/tt0088527?ref_=rlm,Critters 3,https://www.imdb.com/title/tt0101627?ref_=rlm,,
https://www.imdb.com/name/nm0000299,"https://m.media-amazon.com/images/M/MV5BMTM2OTI1MTEyOV5BMl5BanBnXkFtZTcwMzM5NTQ4NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",64,Michael Biehn,Actor,|,Aliens,https://www.imdb.com/title/tt0090605/,"Michael Connell Biehn was born on July 31, 1956 in Anniston, Alabama, to Marcia (Connell) and Don Biehn, a lawyer. He grew up in Lincoln, Nebraska, and at age 14 moved with his family to Lake Havasu, Arizona, where he won a drama scholarship to the University of Arizona. He left prematurely two ...",,,,,,
https://www.imdb.com/name/nm0634240,"https://m.media-amazon.com/images/M/MV5BNjE3NDQyOTYyMV5BMl5BanBnXkFtZTcwODcyODU2Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",65,Christopher Nolan,Writer,|,Inception,https://www.imdb.com/title/tt1375666/,"Best known for his cerebral, often nonlinear, storytelling, acclaimed writer-director  was born on July 30, 1970 in London, England. Over the course of 15 years of filmmaking, Nolan has gone from low-budget independent films to working on some of the biggest blockbusters ever made....",Christopher Nolan,https://www.imdb.com/name/nm0634240?ref_=rlm,,,,
https://www.imdb.com/name/nm3918035,"https://m.media-amazon.com/images/M/MV5BMjAxZTk4NDAtYjI3Mi00OTk3LTg0NDEtNWFlNzE5NDM5MWM1XkEyXkFqcGdeQXVyOTI3MjYwOQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",66,Zendaya,Actress,|,Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/,"Zendaya (which means ""to give thanks"" in the language of Shona) is an American actress and singer born in Oakland, California. She began her career appearing as a child model working for Macy's, Mervyns and Old Navy. She was a backup dancer before gaining prominence for her role as Rocky Blue on ...",,,,,,
https://www.imdb.com/name/nm1072555,"https://m.media-amazon.com/images/M/MV5BNmU5Yjk4OTItMjMzZS00MTYzLWI1ZDktYWM4YWM2NTM2YzMzXkEyXkFqcGdeQXVyMzY2OTA2MzM@._V1_UY209_CR8,0,140,209_AL_.jpg",67,Morena Baccarin,Actress,|,Deadpool,https://www.imdb.com/title/tt1431045/,"Morena Baccarin was born in Rio de Janeiro, Brazil, to actress  and journalist Fernando Baccarin. Her uncle was actor . Morena has Italian and Brazilian Portuguese ancestry. She moved to New York at the age of 10, when her father was transferred there. She attended the LaGuardia...",Vera Setta,https://www.imdb.com/name/nm0786093?ref_=rlm,Ivan Setta,https://www.imdb.com/name/nm0786091?ref_=rlm,,
https://www.imdb.com/name/nm2933757,"https://m.media-amazon.com/images/M/MV5BMjUzZTJmZDItODRjYS00ZGRhLTg2NWQtOGE0YjJhNWVlMjNjXkEyXkFqcGdeQXVyMTg4NDI0NDM@._V1_UY209_CR34,0,140,209_AL_.jpg",68,Gal Gadot,Actress,|,Wonder Woman,https://www.imdb.com/title/tt0451279/,"Gal Gadot is an Israeli actress, singer, martial artist, and model. She was born in Rosh Ha'ayin, Israel, to an Ashkenazi Jewish family. Her parents are Irit, a teacher, and Michael, an engineer, who is a sixth-generation Israeli. She served in the IDF for two years, and won the Miss Israel title ...",,,,,,
https://www.imdb.com/name/nm2201555,"https://m.media-amazon.com/images/M/MV5BMjIyMzYyMjQ5OV5BMl5BanBnXkFtZTcwMTA0MTkxNw@@._V1_UY209_CR3,0,140,209_AL_.jpg",69,Aubrey Plaza,Actress,|,Safety Not Guaranteed,https://www.imdb.com/title/tt1862079/,"Aubrey Christina Plaza (born June 26, 1984) is an American actress and comedian known for her deadpan style. She portrayed April Ludgate on  (2009), and after appearing in supporting roles in several films, had her first leading role in the 2012 comedy  (...",Parks and Recreation,https://www.imdb.com/title/tt1266020?ref_=rlm,Safety Not Guaranteed,https://www.imdb.com/title/tt1862079?ref_=rlm,,
https://www.imdb.com/name/nm0695435,"https://m.media-amazon.com/images/M/MV5BNzg3MTgwOTgzMV5BMl5BanBnXkFtZTgwODIxMTUwMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",70,Chris Pratt,Actor,|,Guardians of the Galaxy,https://www.imdb.com/title/tt2015381/,"Christopher Michael Pratt is an American film and television actor. He came to prominence for his small-screen roles, including Bright Abbott in  (2002), Ché in  (2003), and Andy Dwyer and  (2009), and notable film roles in  (2011), ...",Everwood,https://www.imdb.com/title/tt0318883?ref_=rlm,The O.C.,https://www.imdb.com/title/tt0362359?ref_=rlm,Parks and Recreation,https://www.imdb.com/title/tt1266020?ref_=rlm
https://www.imdb.com/name/nm1635191,"https://m.media-amazon.com/images/M/MV5BOWQyMWRjNjYtNjdjYS00ZTJiLTkwN2EtNmU5MThkNzZhNzVhL2ltYWdlXkEyXkFqcGdeQXVyNzIyNjEzNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",71,Henny Russell,Actress,|,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,"A Chicago native, Henny Russell was born to a Norwegian mother and an American father. She graduated with honors from New York University/Tisch School of the Arts (BFA) and received her MFA from the University of San Diego/Old Globe Theatre. She has been married to actor R. Ward Duffy since 2004.",,,,,,
https://www.imdb.com/name/nm3592338,"https://m.media-amazon.com/images/M/MV5BNjg3OTg4MDczMl5BMl5BanBnXkFtZTgwODc0NzUwNjE@._V1_UX140_CR0,0,140,209_AL_.jpg",72,Emilia Clarke,Actress,|,Game of Thrones,https://www.imdb.com/title/tt0944947/,"British actress Emilia Clarke was born in London and grew up in Berkshire, England. Her father is a theatre sound engineer and her mother is a businesswoman. Her father was working on a theatre production of ""Show Boat"" and her mother took her along to the performance. This is when, at the age of 3...",,,,,,
https://www.imdb.com/name/nm0696059,"https://m.media-amazon.com/images/M/MV5BNjUxNjcxMjE4N15BMl5BanBnXkFtZTgwNDk4NjA2MzE@._V1_UY209_CR13,0,140,209_AL_.jpg",73,Laura Prepon,Actress,|,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,"Laura Helene Prepon was born on March 7, 1980, in Watchung, New Jersey. She is the daughter of Marjorie (Coll) and Michael Prepon. Her father died in 1993, when she was 13 years old. Laura is the youngest of five children--she has a brother named Brad and three sisters: Danielle, Jocelyn, and ...",,,,,,
https://www.imdb.com/name/nm0680603,"https://m.media-amazon.com/images/M/MV5BMTQyODg5OTM0NV5BMl5BanBnXkFtZTYwNDEzMzY0._V1_UY209_CR1,0,140,209_AL_.jpg",74,Mackenzie Phillips,Actress,|,American Graffiti,https://www.imdb.com/title/tt0069704/,"Mackenzie Phillips was known for her role in the 1973 hit movie  (1973). Two years later, she got the role that changed her life in the 1975 sitcom  (1975). The show was an instant success, and everything was going well until the third season was launched, when she...",American Graffiti,https://www.imdb.com/title/tt0069704?ref_=rlm,One Day at a Time,https://www.imdb.com/title/tt0072554?ref_=rlm,,
https://www.imdb.com/name/nm5896355,"https://m.media-amazon.com/images/M/MV5BYWUxMzhlM2QtNDM5MS00OThlLTlhZDEtMDhlNTliZDIzZGQ1XkEyXkFqcGdeQXVyNzcyNzc0NzE@._V1_UY209_CR13,0,140,209_AL_.jpg",75,Anya Taylor-Joy,Actress,|,The VVitch: A New-England Folktale,https://www.imdb.com/title/tt4263482/,"Anya Josephine Marie Taylor-Joy was born in Miami, Florida, the youngest of six children. Her mother is African-Spanish-English and her father is Scottish-Argentinian. She lived her whole life between Argentina and England. Her dad was an international banker but gave it all up to race motorboats. ...",,,,,,
https://www.imdb.com/name/nm0647634,"https://m.media-amazon.com/images/M/MV5BMjEzMjA0ODk1OF5BMl5BanBnXkFtZTcwMTA4ODM3OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",76,Elizabeth Olsen,Actress,|,Martha Marcy May Marlene,https://www.imdb.com/title/tt1441326/,"Elizabeth Chase ""Lizzie"" Olsen (born February 16, 1989) is an American actress. She is known for her roles in the films,  (2011),  (2012),  (2014),  (2015) and  (2016). For her role in the critically-acclaimed ...",Silent House,https://www.imdb.com/title/tt1767382?ref_=rlm,Liberal Arts,https://www.imdb.com/title/tt1872818?ref_=rlm,Godzilla,https://www.imdb.com/title/tt0831387?ref_=rlm
https://www.imdb.com/name/nm1289434,"https://m.media-amazon.com/images/M/MV5BMTUxNDY4MTMzM15BMl5BanBnXkFtZTcwMjg5NzM2Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",77,Emily Blunt,Actress,|,Edge of Tomorrow,https://www.imdb.com/title/tt1631867/,"Emily Olivia Leah Blunt is a British actress known for her roles in  (2006),  (2009),  (2014), and  (2016), among many others.Blunt was born on February 23, 1983, in Roehampton, South West London, England, the second of ...",The Devil Wears Prada,https://www.imdb.com/title/tt0458352?ref_=rlm,The Young Victoria,https://www.imdb.com/title/tt0962736?ref_=rlm,Edge of Tomorrow,https://www.imdb.com/title/tt1631867?ref_=rlm
https://www.imdb.com/name/nm4689420,"https://m.media-amazon.com/images/M/MV5BMTk1ODEzMTAyNF5BMl5BanBnXkFtZTgwNDExMTY5MTI@._V1_UY209_CR69,0,140,209_AL_.jpg",78,Carrie Coon,Actress,|,Gone Girl,https://www.imdb.com/title/tt2267998/,"Originally from Copley, OH, Carrie Coon is a Chicago-based theatre, television and film actress. She received a BA in English and Spanish from the University of Mount Union, followed by her MFA in Acting at the University of Wisconsin, Madison. Coon was nominated for a Tony Award in the Best ...",,,,,,
https://www.imdb.com/name/nm0001732,"https://m.media-amazon.com/images/M/MV5BMTUzNTA1Mzg5M15BMl5BanBnXkFtZTYwNjkzNDk3._V1_UX140_CR0,0,140,209_AL_.jpg",79,Cybill Shepherd,Actress,|,Cybill,https://www.imdb.com/title/tt0111932/,"Cybill Lynne Shepherd was born in Memphis, Tennessee, to Patty, a homemaker, and William Shepherd, a small business owner. Named after her grandfather, Cy, and her father, Bill, Shepherd's career began at a young age in modeling, when she won the ""Miss Teenage Memphis"" contest in 1966 and the ""...",,,,,,
https://www.imdb.com/name/nm0005169,"https://m.media-amazon.com/images/M/MV5BMTEyMzc2MTE2MzheQTJeQWpwZ15BbWU4MDUwNTY0ODYx._V1_UX140_CR0,0,140,209_AL_.jpg",80,Natasha Lyonne,Actress,|,Orange Is the New Black,https://www.imdb.com/title/tt2372162/,"Natasha Lyonne is an American stage, film, and television actress.As a young child, she was signed by the Ford Modeling Agency and, at the age of six, was cast as a role in Pee-Wee's Playhouse. Natasha remained busy with appearances in almost 30 films over the next 10 years, including some starring...",,,,,,
https://www.imdb.com/name/nm0376716,"https://m.media-amazon.com/images/M/MV5BMjA5Njg3NDkxNV5BMl5BanBnXkFtZTgwNDczMTgyODE@._V1_UY209_CR8,0,140,209_AL_.jpg",81,Christina Hendricks,Actress,|,Ginger & Rosa,https://www.imdb.com/title/tt2115295/,"Christina Rene Hendricks was born in Knoxville, Tennessee, and grew up in Twin Falls, Idaho. Her father, Robert, originally from England, worked for the U.S. Forest Service, while her mother, Jackie Sue (Raymond), was a psychologist. At the age of 13 her father transferred to the Forest Service ...",,,,,,
https://www.imdb.com/name/nm0000375,"https://m.media-amazon.com/images/M/MV5BNzg1MTUyNDYxOF5BMl5BanBnXkFtZTgwNTQ4MTE2MjE@._V1_UX140_CR0,0,140,209_AL_.jpg",82,Robert Downey Jr.,Actor,|,Iron Man,https://www.imdb.com/title/tt0371746/,"Robert Downey Jr. has evolved into one of the most respected actors in Hollywood. With an amazing list of credits to his name, he has managed to stay new and fresh even after over four decades in the business.Downey was born April 4, 1965 in Manhattan, New York, the son of writer, director and ...",,,,,,
https://www.imdb.com/name/nm0424060,"https://m.media-amazon.com/images/M/MV5BMTM3OTUwMDYwNl5BMl5BanBnXkFtZTcwNTUyNzc3Nw@@._V1_UY209_CR16,0,140,209_AL_.jpg",83,Scarlett Johansson,Actress,|,Her,https://www.imdb.com/title/tt1798709/,"Scarlett Johansson was born in New York City. Her mother, , is from a Jewish family from the Bronx, and her father, , is a Danish-born architect, from Copenhagen. She has a sister, , who is also an actress, a brother, Adrian, a twin brother, ...",Melanie Sloan,https://www.imdb.com/name/nm0424012?ref_=rlm,Karsten Johansson,https://www.imdb.com/name/nm0423984?ref_=rlm,Vanessa Johansson,https://www.imdb.com/name/nm0424089?ref_=rlm
https://www.imdb.com/name/nm1537825,"https://m.media-amazon.com/images/M/MV5BMTUwNzAyMzA2MF5BMl5BanBnXkFtZTgwNzA0MjQ1ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",84,Sam Heughan,Actor,|,Outlander,https://www.imdb.com/title/tt3006802/,"Sam Roland Heughan was born April 30, 1980 in Balmaclellan, Dumfries and Galloway, Scotland. An accomplished stage and screen actor best known for his leading roles in Starz TV Series Outlander (2014-2018), A Princess for Christmas (2011), and A Very British Sex Scandal (2007). He attended the ...",,,,,,
https://www.imdb.com/name/nm0000793,"https://m.media-amazon.com/images/M/MV5BMTIwNDQ4NDgxNF5BMl5BanBnXkFtZTcwMzQ3MDA2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",85,Alexis Arquette,Actress,|,Pulp Fiction,https://www.imdb.com/title/tt0110912/,"Alexis Arquette was born on July 28, 1969 in Los Angeles, California, USA as Robert Arquette. She is known for her work on  (1994),  (1998) and  (1999). She died on September 11, 2016 in Los Angeles.",Pulp Fiction,https://www.imdb.com/title/tt0110912?ref_=rlm,Bride of Chucky,https://www.imdb.com/title/tt0144120?ref_=rlm,She's All That,https://www.imdb.com/title/tt0160862?ref_=rlm
https://www.imdb.com/name/nm1231899,"https://m.media-amazon.com/images/M/MV5BMjAxNzUwNjExOV5BMl5BanBnXkFtZTcwNDUyMTUxNw@@._V1_UY209_CR70,0,140,209_AL_.jpg",86,Priyanka Chopra,Actress,|,Baywatch,https://www.imdb.com/title/tt1469304/,"Priyanka Chopra was born 18 July, 1982 in Jamshedpur, India, to the family of Capt. Dr. Ashok Chopra and Dr. Madhu Chopra, both Indian Army physicians. She had a very varied upbringing. She started her education at La Martinière Girls College in Lucknow as a resident student; a short stay at Maria ...",,,,,,
https://www.imdb.com/name/nm8152860,"https://m.media-amazon.com/images/M/MV5BODc5MjQxNDEwNl5BMl5BanBnXkFtZTgwNjcxODQ3OTE@._V1_UY209_CR11,0,140,209_AL_.jpg",87,Josh Dylan,Actor,|,Allied,https://www.imdb.com/title/tt3640424/,"Josh Dylan is an actor, known for  (2016),  (2018) and  (2018).",Allied,https://www.imdb.com/title/tt3640424?ref_=rlm,Mamma Mia! Here We Go Again,https://www.imdb.com/title/tt6911608?ref_=rlm,The Little Stranger,https://www.imdb.com/title/tt6859762?ref_=rlm
https://www.imdb.com/name/nm0000093,"https://m.media-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",88,Brad Pitt,Actor,|,Mr. & Mrs. Smith,https://www.imdb.com/title/tt0356910/,"An actor and producer known as much for his versatility as he is for his handsome face, Golden Globe-winner Brad Pitt's most widely recognized role may be Tyler Durden in  (1999). However, his portrayals of Billy Beane in  (2011), and Rusty Ryan in the remake of  (...",Fight Club,https://www.imdb.com/title/tt0137523?ref_=rlm,Moneyball,https://www.imdb.com/title/tt1210166?ref_=rlm,Ocean's Eleven,https://www.imdb.com/title/tt0240772?ref_=rlm
https://www.imdb.com/name/nm0000157,"https://m.media-amazon.com/images/M/MV5BMjE4NTk0Mzg0MF5BMl5BanBnXkFtZTYwMzU5NjM0._V1_UY209_CR3,0,140,209_AL_.jpg",89,Linda Hamilton,Actress,|,Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/,"Born in Salisbury, Maryland, USA, following high school Linda studied for two years at Washington College in Chestertown, Maryland, before moving on to acting studies in New York. In New York she attended acting workshops given by . Her first parts were small parts in TV series, with ...",Lee Strasberg,https://www.imdb.com/name/nm0833448?ref_=rlm,,,,
https://www.imdb.com/name/nm0000193,"https://m.media-amazon.com/images/M/MV5BMTc2Mjc1MDE4MV5BMl5BanBnXkFtZTcwNzAyNDczNA@@._V1_UY209_CR6,0,140,209_AL_.jpg",90,Demi Moore,Actress,|,G.I. Jane,https://www.imdb.com/title/tt0119173/,"Demi Moore was born 1962 in Roswell, New Mexico. Her father Charles Harmon left her mother Virginia King before Demi was born. Her stepfather Danny Guynes didn't add much stability to her life either. He frequently changed jobs and made the family move a total of 40 times. The parents kept on ...",,,,,,
https://www.imdb.com/name/nm0000701,"https://m.media-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",91,Kate Winslet,Actress,|,Titanic,https://www.imdb.com/title/tt0120338/,"Ask Kate Winslet what she likes about any of her characters, and the word ""ballsy"" is bound to pop up at least once. The British actress has made a point of eschewing straightforward pretty-girl parts in favor of more devilish damsels; as a result, she's built an eclectic resume that runs the gamut...",,,,,,
https://www.imdb.com/name/nm3528539,"https://m.media-amazon.com/images/M/MV5BN2RmMmI0ZTctZTcxMC00MWNmLWI5MDUtMDkyMDQxOWU3MzFhXkEyXkFqcGdeQXVyNDA2NzE4Mjk@._V1_UX140_CR0,0,140,209_AL_.jpg",92,Jeremy Irvine,Actor,|,War Horse,https://www.imdb.com/title/tt1568911/,"Jeremy Irvine is an English stage and screen actor. He was born Jeremy William Fredric Smith in Gamlingay, Cambridgeshire, England, to Bridget (Glockling), a local politician, and Christopher Fredric Smith, an engineer. His stage surname, ""Irvine"", was his grandfather's first name. He attended one ...",,,,,,
https://www.imdb.com/name/nm2962353,"https://m.media-amazon.com/images/M/MV5BMTkzNjE5MzY5M15BMl5BanBnXkFtZTgwMDI5ODMxODE@._V1_UY209_CR80,0,140,209_AL_.jpg",93,Pom Klementieff,Actress,|,Guardians of the Galaxy Vol. 2,https://www.imdb.com/title/tt3896198/,"Pom Klementieff was born on May 3, 1986 in Quebec City, Quebec, Canada. She is an actress, known for  (2017),  (2013) and  (2018).",Guardians of the Galaxy: Vol. 2,https://www.imdb.com/title/tt3896198?ref_=rlm,Oldboy,https://www.imdb.com/title/tt1321511?ref_=rlm,Avengers: Infinity War,https://www.imdb.com/title/tt4154756?ref_=rlm
https://www.imdb.com/name/nm0683253,"https://m.media-amazon.com/images/M/MV5BNDQ5MDIyMjg3NV5BMl5BanBnXkFtZTgwOTU2NTE0NDM@._V1_UX140_CR0,0,140,209_AL_.jpg",94,Rosamund Pike,Actress,|,Gone Girl,https://www.imdb.com/title/tt2267998/,"Born on January 27, 1979 in London, England, actress Rosamund Mary Elizabeth Pike is the only child of a classical violinist mother, Caroline (Friend), and an opera singer father, Julian Pike. Due to her parents' work, she spent her early childhood traveling around Europe. Pike attended Badminton ...",,,,,,
https://www.imdb.com/name/nm0670408,"https://m.media-amazon.com/images/M/MV5BNzMwODE1NjA3OV5BMl5BanBnXkFtZTgwNTY5MzM2OTE@._V1_UX140_CR0,0,140,209_AL_.jpg",95,Simon Pegg,Actor,|,Shaun of the Dead,https://www.imdb.com/title/tt0365748/,"English actor, writer and comedian Simon Pegg was born Simon John Beckingham in Brockworth, Gloucestershire, to Gillian Rosemary (Smith), a civil servant, and John Henry Beckingham, a jazz musician. His parents divorced when Pegg was seven. He later took his stepfather's surname, ""Pegg"". He was ...",,,,,,
https://www.imdb.com/name/nm0757855,"https://m.media-amazon.com/images/M/MV5BMjA4NDk1NTA1OV5BMl5BanBnXkFtZTcwMTIzMjQ4Ng@@._V1_UY209_CR6,0,140,209_AL_.jpg",96,Zoe Saldana,Actress,|,Avatar,https://www.imdb.com/title/tt0499549/,"Zoe Saldana was born on June 19, 1978 in Passaic, New Jersey, to Asalia Nazario and Aridio Saldaña. Her father was Dominican and her mother is Puerto Rican. She was raised in Queens, New York. When she was 10 years old, she and her family moved to the Dominican Republic, where they would live for ...",,,,,,
